sender_id,tx_count,counterparties,avg_amount,tx_window_days,tx_per_day
M200440,4,4,3376.87,69,0.058
M200441,5,5,4094.59,61,0.082
M200442,5,5,1991.33,83,0.06
M200443,5,5,4073.63,68,0.074
M200444,5,5,2197.22,66,0.076
M200445,11,11,2768.7,84,0.131
M200446,2,2,2315.76,24,0.083
M200447,5,5,5529.79,71,0.07
M200448,3,3,3505.31,6,0.5
M200449,10,10,6197.98,70,0.143
M200450,2,2,1937.94,15,0.133
M200451,4,4,3003.93,83,0.048
M200452,8,8,2668.74,81,0.099
M200453,4,4,5106.5,57,0.07
M200454,3,3,2493.48,79,0.038
M200455,7,7,2565.01,65,0.108
M200456,7,7,3273.02,83,0.084
M200457,7,7,5264.29,71,0.099
M200458,3,3,4158.5,68,0.044
M200459,4,4,1880.12,59,0.068
M200460,6,6,4261.19,75,0.08
M200461,1,1,12474.77,1,1.0
M200462,7,7,7152.63,81,0.086
M200463,8,8,3468.19,76,0.105
M200464,4,4,2090.6,35,0.114
M200465,5,5,2707.49,58,0.086
M200466,4,4,1465.15,44,0.091
M200467,4,4,3371.66,67,0.06
M200468,2,2,4442.36,82,0.024
M200469,4,4,2924.71,74,0.054
M200470,8,8,4016.05,71,0.113
M200471,9,9,2055.34,78,0.115
M200472,3,3,3738.26,67,0.045
M200473,5,5,2281.09,66,0.076
M200474,5,5,5491.01,37,0.135
M200475,6,6,3514.84,92,0.065
M200476,5,5,3336.85,78,0.064
M200477,3,3,2600.84,91,0.033
M200478,2,2,2375.92,46,0.043
M200479,5,5,3174.24,85,0.059
M200480,4,4,7119.96,64,0.062
M200481,3,3,1267.99,66,0.045
M200482,6,6,6151.44,92,0.065
M200483,7,7,8429.3,65,0.108
M200484,11,11,5583.21,73,0.151
M200485,8,8,4024.39,48,0.167
M200486,6,6,5261.12,62,0.097
M200487,3,3,3353.25,26,0.115
M200488,8,8,6789.77,88,0.091
M200489,8,8,4547.95,71,0.113
M200490,3,3,10091.62,57,0.053
M200491,2,2,7728.21,22,0.091
M200492,5,5,7277.55,53,0.094
M200493,8,8,2739.6,77,0.104
M200494,7,7,7270.73,73,0.096
M200495,3,3,4221.69,41,0.073
M200496,6,6,3128.56,80,0.075
M200497,4,4,15539.74,65,0.062
M200498,9,9,5338.35,86,0.105
M200499,11,11,7044.98,60,0.183
M200500,3,3,6251.24,66,0.045
M200501,8,8,5843.92,73,0.11
M200502,6,6,5210.14,84,0.071
M200503,3,3,3874.66,66,0.045
M200504,5,5,2707.79,75,0.067
M200505,6,6,7663.29,83,0.072
M200506,3,3,2343.86,34,0.088
M200507,4,4,4022.8,36,0.111
M200508,5,5,5223.01,55,0.091
M200509,6,6,3259.63,70,0.086
M200510,5,5,2459.76,67,0.075
M200511,5,5,2639.94,76,0.066
M200512,7,7,3371.41,84,0.083
M200513,8,8,3116.53,80,0.1
M200514,5,5,2435.88,37,0.135
M200515,6,6,6155.44,77,0.078
M200516,2,2,2669.29,33,0.061
M200517,2,2,1296.16,15,0.133
M200518,5,5,3217.85,30,0.167
M200519,4,4,4797.65,85,0.047
M200520,1,1,3502.8,1,1.0
M200521,7,7,3770.11,66,0.106
M200522,5,5,3862.43,60,0.083
M200523,4,4,2288.24,94,0.043
M200524,4,4,3346.93,19,0.211
M200525,6,6,3062.85,66,0.091
M200526,2,2,3743.0,64,0.031
M200527,4,4,2423.34,13,0.308
M200528,8,8,4318.62,75,0.107
M200529,5,5,6733.25,78,0.064
M200530,4,4,4290.84,92,0.043
M200531,6,6,14460.66,47,0.128
M200532,2,2,6104.7,11,0.182
M200533,7,7,3487.82,78,0.09
M200534,4,4,6175.63,69,0.058
M200535,6,6,5158.59,65,0.092
M200536,8,8,2506.05,51,0.157
M200537,4,4,1491.43,79,0.051
M200538,2,2,1094.6,10,0.2
M200539,4,4,3083.13,60,0.067
M200540,4,4,1860.52,83,0.048
M200541,4,4,8168.6,43,0.093
M200542,5,5,2641.43,91,0.055
M200543,5,5,2820.36,68,0.074
M200544,6,6,4037.01,60,0.1
M200545,4,4,2081.58,78,0.051
M200546,5,5,12767.08,90,0.056
M200547,4,4,2887.13,70,0.057
M200548,5,5,1896.58,52,0.096
M200549,7,7,2574.44,75,0.093
M200550,8,8,5174.7,62,0.129
M200551,5,5,5439.04,61,0.082
M200552,3,3,3028.91,80,0.038
M200553,8,8,5145.86,60,0.133
M200554,3,3,4304.06,85,0.035
M200555,4,4,5467.7,91,0.044
M200556,5,5,7267.63,55,0.091
M200557,3,3,2468.56,45,0.067
M200558,3,3,13746.04,57,0.053
M200559,6,6,4568.44,80,0.075
M200560,8,8,8808.7,56,0.143
M200561,4,4,7559.57,43,0.093
M200562,5,5,3210.62,65,0.077
M200563,3,3,4263.61,39,0.077
M200564,3,3,6509.19,32,0.094
M200565,7,7,1983.07,78,0.09
M200566,7,7,2698.66,66,0.106
M200567,8,8,2301.25,74,0.108
M200568,12,12,6654.94,72,0.167
M200569,5,5,8495.14,82,0.061
M200570,8,8,5351.25,83,0.096
M200571,7,7,2904.35,87,0.08
M200572,7,7,2555.85,63,0.111
M200573,9,9,4043.49,77,0.117
M200574,4,4,2542.41,35,0.114
M200575,6,6,5729.5,55,0.109
M200576,8,7,3576.67,65,0.123
M200577,3,3,5098.16,27,0.111
M200578,9,9,5419.09,90,0.1
M200579,4,4,6367.69,92,0.043
M200580,3,3,1503.55,51,0.059
M200581,6,6,6998.39,86,0.07
M200582,6,6,6697.0,89,0.067
M200583,4,4,5346.48,74,0.054
M200584,4,4,8606.6,55,0.073
M200585,5,5,3222.81,57,0.088
M200586,7,7,3542.79,68,0.103
M200587,4,4,6746.54,42,0.095
M200588,5,5,14158.09,37,0.135
M200589,7,7,3330.59,59,0.119
M200590,10,10,2152.89,88,0.114
M200591,3,3,1224.29,71,0.042
M200592,3,3,3798.77,76,0.039
M200593,4,4,17582.38,29,0.138
M200594,4,4,9175.47,39,0.103
M200595,4,4,3457.8,22,0.182
M200596,7,7,4827.42,63,0.111
M200597,10,10,5245.11,58,0.172
M200598,5,5,3029.73,67,0.075
M200599,5,5,3800.25,40,0.125
M200600,7,7,3534.04,91,0.077
M200601,3,3,3606.32,61,0.049
M200602,11,11,1941.72,72,0.153
M200603,4,4,3078.96,69,0.058
M200604,8,8,1923.12,73,0.11
M200605,6,6,3539.65,60,0.1
M200606,5,5,1687.72,73,0.068
M200607,5,5,3546.58,77,0.065
M200608,3,3,2477.45,59,0.051
M200609,5,5,2870.29,72,0.069
M200610,5,5,12610.39,67,0.075
M200611,5,5,2106.86,56,0.089
M200612,12,12,6235.29,91,0.132
M200613,7,7,4758.76,82,0.085
M200614,3,3,5963.58,54,0.056
M200615,7,7,3339.59,58,0.121
M200616,3,3,5674.39,64,0.047
M200617,4,4,2710.36,31,0.129
M200618,6,6,5619.96,56,0.107
M200619,8,8,2036.5,66,0.121
M200620,3,3,4926.26,54,0.056
M200621,6,6,5476.77,60,0.1
M200622,8,8,2814.32,59,0.136
M200623,5,5,3488.33,40,0.125
M200624,5,5,4896.66,59,0.085
M200625,3,3,7385.23,31,0.097
M200626,5,5,2343.8,88,0.057
M200627,5,5,4185.9,65,0.077
M200628,6,6,4879.72,26,0.231
M200629,6,6,5030.42,79,0.076
M200630,3,3,4173.15,35,0.086
M200631,5,5,2942.26,91,0.055
M200632,4,4,6141.24,33,0.121
M200633,4,4,3846.99,55,0.073
M200634,3,3,4292.73,89,0.034
M200635,4,4,3932.73,78,0.051
M200636,4,4,2774.87,80,0.05
M200637,7,7,3285.31,65,0.108
M200638,3,3,4542.32,7,0.429
M200639,5,5,7316.12,75,0.067
M200640,4,4,4748.98,71,0.056
M200641,2,2,2874.52,4,0.5
M200642,4,4,3948.2,85,0.047
M200643,5,5,3473.72,77,0.065
M200644,7,7,5078.98,82,0.085
M200645,7,7,5657.63,83,0.084
M200646,5,5,2577.87,59,0.085
M200647,7,7,5054.06,65,0.108
M200648,5,5,2160.91,61,0.082
M200649,3,3,1850.79,67,0.045
M200650,3,3,3218.12,12,0.25
M200651,8,8,1950.75,81,0.099
M200652,4,4,2498.03,61,0.066
M200653,4,4,4105.97,56,0.071
M200654,6,6,6187.31,82,0.073
M200655,7,7,3526.77,80,0.088
M200656,2,2,8006.61,29,0.069
M200657,7,7,7290.47,65,0.108
M200658,5,5,2846.3,80,0.062
M200659,8,8,1739.07,46,0.174
M200660,7,7,4741.39,79,0.089
M200661,3,3,1497.98,44,0.068
M200662,6,6,4255.4,63,0.095
M200663,5,5,1939.4,68,0.074
M200664,5,5,6077.83,72,0.069
M200665,4,4,4043.72,34,0.118
M200666,9,9,6309.36,87,0.103
M200667,3,3,7075.64,61,0.049
M200668,4,4,4221.71,70,0.057
M200669,5,5,7600.08,59,0.085
M200670,2,2,4361.4,29,0.069
M200671,7,7,2556.28,73,0.096
M200672,8,8,4081.5,92,0.087
M200673,3,3,6534.73,7,0.429
M200674,12,12,4820.62,79,0.152
M200675,4,4,3126.1,79,0.051
M200676,5,5,5183.64,69,0.072
M200677,6,6,3141.1,90,0.067
M200678,2,2,7777.34,4,0.5
M200679,6,6,3173.88,58,0.103
M200680,7,7,3440.23,82,0.085
M200681,4,4,4456.82,93,0.043
M200682,9,9,4749.54,76,0.118
M200683,5,5,5436.97,72,0.069
M200684,7,7,2385.88,72,0.097
M200685,4,4,1632.32,55,0.073
M200686,7,7,3011.8,76,0.092
M200687,7,7,4052.93,58,0.121
M200688,9,9,6619.43,62,0.145
M200689,8,8,3974.96,63,0.127
M200690,4,4,2553.83,81,0.049
M200691,4,4,10130.52,41,0.098
M200692,2,2,3147.42,9,0.222
M200693,3,3,2372.49,58,0.052
M200694,8,8,3778.91,74,0.108
M200695,7,7,4412.59,79,0.089
M200696,1,1,10638.3,1,1.0
M200697,2,2,4154.92,48,0.042
M200698,7,7,5162.63,59,0.119
M200699,5,5,2702.7,77,0.065
M200700,7,7,2435.65,69,0.101
M200701,6,6,5414.35,75,0.08
M200702,4,4,5936.88,89,0.045
M200703,1,1,902.36,1,1.0
M200704,3,3,19646.8,30,0.1
M200705,3,3,1331.99,63,0.048
M200706,6,6,6588.25,81,0.074
M200707,3,3,2558.09,54,0.056
M200708,3,3,15031.89,72,0.042
M200709,4,4,4524.09,72,0.056
M200710,4,4,14266.08,82,0.049
M200711,3,3,2126.78,29,0.103
M200712,5,5,2705.94,77,0.065
M200713,7,7,3891.45,53,0.132
M200714,8,8,4987.14,71,0.113
M200715,6,6,9403.9,75,0.08
M200716,5,5,1925.29,55,0.091
M200717,5,5,3329.81,79,0.063
M200718,2,2,4434.42,13,0.154
M200719,10,10,2580.98,83,0.12
M200720,2,2,1981.52,6,0.333
M200721,5,5,4906.39,62,0.081
M200722,8,8,2770.29,76,0.105
M200723,6,6,3723.81,88,0.068
M200724,3,3,1613.05,58,0.052
M200725,3,3,5307.75,54,0.056
M200726,10,10,3857.53,85,0.118
M200727,6,6,2373.42,84,0.071
M200728,8,8,1772.61,62,0.129
M200729,3,3,4885.51,39,0.077
M200730,8,8,3369.18,43,0.186
M200731,5,5,3372.89,43,0.116
M200732,5,5,3725.65,55,0.091
M200733,6,6,6878.99,81,0.074
M200734,5,5,4088.33,52,0.096
M200735,6,6,1145.89,72,0.083
M200736,2,2,16611.49,13,0.154
M200737,7,7,4337.09,93,0.075
M200738,3,3,2121.4,38,0.079
M200739,3,3,3044.02,60,0.05
M200740,2,2,2104.55,16,0.125
M200741,3,3,9057.4,16,0.188
M200742,1,1,2983.75,1,1.0
M200743,7,7,7029.73,92,0.076
M200744,4,4,4572.71,72,0.056
M200745,9,9,3119.48,57,0.158
M200746,7,7,1864.97,51,0.137
M200747,7,7,4187.57,69,0.101
M200748,11,11,4748.42,80,0.138
M200749,6,6,2449.32,88,0.068
M200750,1,1,4767.86,1,1.0
M200751,4,4,12665.27,60,0.067
M200752,7,7,5751.39,82,0.085
M200753,7,7,6497.7,71,0.099
M200754,6,6,4542.2,41,0.146
M200755,1,1,5201.18,1,1.0
M200756,5,5,1852.32,46,0.109
M200757,4,4,2237.08,54,0.074
M200758,7,7,5993.36,69,0.101
M200759,3,3,4285.82,51,0.059
M200760,3,3,3875.62,29,0.103
M200761,2,2,19530.72,45,0.044
M200762,8,8,3458.8,74,0.108
M200763,10,10,5277.06,71,0.141
M200764,10,10,4145.8,52,0.192
M200765,9,9,2509.15,71,0.127
M200766,5,5,5292.04,70,0.071
M200767,2,2,3930.04,20,0.1
M200768,11,11,3157.78,87,0.126
M200769,7,7,2896.45,59,0.119
M200770,3,3,5073.93,61,0.049
M200771,4,4,5169.03,46,0.087
M200772,8,8,4546.08,57,0.14
M200773,5,5,4569.38,61,0.082
M200774,6,6,4652.56,34,0.176
M200775,7,7,5130.53,82,0.085
M200776,7,7,3834.03,74,0.095
M200777,4,4,3988.63,18,0.222
M200778,6,6,2237.07,72,0.083
M200779,6,6,1988.04,56,0.107
M200780,8,8,4359.22,84,0.095
M200781,9,9,5931.41,77,0.117
M200782,7,7,2346.3,74,0.095
M200783,2,2,1571.12,8,0.25
M200784,4,4,3735.71,40,0.1
M200785,7,7,2335.32,86,0.081
M200786,2,2,4013.0,67,0.03
M200787,3,3,1289.4,73,0.041
M200788,3,3,4351.04,52,0.058
M200789,7,7,1711.98,79,0.089
M200790,6,6,5785.36,78,0.077
M200791,5,5,2804.77,67,0.075
M200792,5,5,2854.81,48,0.104
M200793,7,7,2797.94,85,0.082
M200794,3,3,6539.98,49,0.061
M200795,7,7,3635.51,62,0.113
M200796,4,4,3882.58,90,0.044
M200797,5,5,4054.67,58,0.086
M200798,12,12,2565.37,83,0.145
M200799,6,6,2115.54,62,0.097
M200800,9,9,4052.09,90,0.1
M200801,3,3,6508.29,80,0.038
M200802,3,3,1598.61,89,0.034
M200803,9,9,6773.71,61,0.148
M200804,1,1,4889.15,1,1.0
M200805,6,6,10345.0,61,0.098
M200806,3,3,1452.56,63,0.048
M200807,4,4,1074.64,81,0.049
M200809,2,2,3216.44,50,0.04
M200810,3,3,2542.88,54,0.056
M200811,4,4,2993.8,67,0.06
M200812,3,3,3337.87,86,0.035
M200813,6,6,4052.48,35,0.171
M200814,5,5,5349.14,46,0.109
M200815,3,3,2593.41,24,0.125
M200816,5,5,3344.41,73,0.068
M200817,3,2,5818.99,18,0.167
M200818,4,4,2712.76,24,0.167
M200819,6,6,4880.9,65,0.092
M200820,8,8,3861.14,87,0.092
M200821,5,5,2980.88,77,0.065
M200822,4,4,5396.18,60,0.067
M200823,10,10,5190.28,77,0.13
M200824,5,5,10486.09,63,0.079
M200825,7,7,2199.9,65,0.108
M200826,4,4,2743.98,75,0.053
M200827,7,7,12967.91,81,0.086
M200828,10,10,4454.67,91,0.11
M200829,6,6,4483.54,70,0.086
M200830,7,7,6226.15,82,0.085
M200831,9,9,2721.47,91,0.099
M200832,8,8,2316.98,87,0.092
M200833,1,1,1331.7,1,1.0
M200834,4,4,5155.83,23,0.174
M200835,5,5,8457.51,46,0.109
M200836,8,8,1979.67,90,0.089
M200837,7,6,4285.07,44,0.159
M200838,7,7,9123.91,64,0.109
M200839,4,4,3023.18,84,0.048
M200840,7,7,4132.17,80,0.088
M200841,2,2,7856.14,25,0.08
M200842,3,3,1791.71,46,0.065
M200843,6,6,7935.46,80,0.075
M200844,8,8,3298.21,87,0.092
M200845,3,3,2329.56,50,0.06
M200846,3,3,2710.18,60,0.05
M200847,2,2,2291.62,12,0.167
M200848,1,1,3213.62,1,1.0
M200849,5,5,3723.41,69,0.072
M200850,7,7,5817.52,59,0.119
M200851,5,5,4520.93,28,0.179
M200852,10,10,2521.32,89,0.112
M200853,8,8,3387.45,62,0.129
M200854,9,9,4442.37,91,0.099
M200855,5,5,4803.44,37,0.135
M200856,7,7,5455.8,80,0.088
M200857,7,7,3994.85,62,0.113
M200858,3,3,1769.71,63,0.048
M200859,2,2,1628.24,29,0.069
M200860,6,6,4237.72,83,0.072
M200861,5,5,1611.57,20,0.25
M200862,3,3,4903.35,18,0.167
M200863,5,5,3277.89,62,0.081
M200864,8,8,3267.96,61,0.131
M200865,4,4,3694.91,57,0.07
M200866,6,6,8250.77,70,0.086
M200867,3,3,5267.57,34,0.088
M200868,4,4,4255.72,47,0.085
M200869,5,5,4684.42,42,0.119
M200870,4,4,2020.17,41,0.098
M200871,6,6,4602.62,91,0.066
M200872,4,4,5801.46,78,0.051
M200873,7,7,5669.51,71,0.099
M200874,7,7,3512.09,58,0.121
M200875,4,4,2573.04,46,0.087
M200876,4,4,5693.18,40,0.1
M200877,7,7,3443.92,75,0.093
M200878,7,7,2821.3,64,0.109
M200879,3,3,6201.32,34,0.088
M200880,5,5,4503.7,66,0.076
M200881,6,6,3507.03,90,0.067
M200882,6,6,14573.2,31,0.194
M200883,8,8,3426.64,79,0.101
M200884,5,5,6359.82,44,0.114
M200885,3,3,1822.06,52,0.058
M200886,4,4,4348.68,25,0.16
M200887,3,3,2007.03,51,0.059
M200888,4,4,4644.21,34,0.118
M200889,3,3,4357.2,34,0.088
M200890,8,8,8045.97,82,0.098
M200891,5,5,4203.36,71,0.07
M200892,10,10,5056.54,85,0.118
M200893,5,5,10876.61,40,0.125
M200894,4,4,4601.58,76,0.053
M200895,7,7,3314.48,73,0.096
M200896,6,6,4959.93,44,0.136
M200897,5,5,4766.05,41,0.122
M200898,6,6,2207.91,36,0.167
M200899,6,6,3462.73,67,0.09
M200900,2,2,9101.53,77,0.026
M200901,3,3,2145.22,31,0.097
M200902,2,2,12922.12,34,0.059
M200903,4,4,4927.43,76,0.053
M200904,6,6,3841.78,29,0.207
M200905,3,3,1136.56,38,0.079
M200906,5,5,4124.65,56,0.089
M200907,8,8,4103.98,63,0.127
M200908,3,3,6217.22,23,0.13
M200909,5,5,10360.88,73,0.068
M200910,3,3,2689.71,78,0.038
M200911,14,14,3349.81,79,0.177
M200912,5,5,1865.51,72,0.069
M200913,2,2,2660.94,64,0.031
M200914,9,9,2885.77,88,0.102
M200915,7,7,2902.55,92,0.076
M200916,5,5,1571.13,69,0.072
M200917,4,4,2711.38,60,0.067
M200918,5,5,1431.75,71,0.07
M200919,4,4,3488.06,45,0.089
M200920,6,6,5446.41,63,0.095
M200921,6,6,8892.14,81,0.074
M200922,4,4,6520.24,26,0.154
M200923,4,4,7428.41,72,0.056
M200924,4,4,1840.56,38,0.105
M200925,4,4,4525.13,84,0.048
M200926,6,6,6960.17,62,0.097
M200927,5,5,10758.41,83,0.06
M200928,3,3,2528.32,36,0.083
M200929,1,1,3146.76,1,1.0
M200930,3,3,1754.25,84,0.036
M200931,8,8,5776.94,82,0.098
M200932,4,4,2382.06,64,0.062
M200933,3,3,3168.62,77,0.039
M200934,4,4,1609.12,73,0.055
M200935,9,9,3579.23,85,0.106
M200936,3,3,2357.01,51,0.059
M200937,8,8,4623.82,41,0.195
M200938,3,3,3300.18,78,0.038
M200939,5,5,3432.07,53,0.094
M200940,9,9,3409.15,74,0.122
M200941,3,3,1936.91,34,0.088
M200942,6,6,3454.2,60,0.1
M200943,3,3,13214.67,62,0.048
M200944,7,7,3804.46,58,0.121
M200945,2,2,1967.61,45,0.044
M200946,7,7,2278.3,47,0.149
M200947,4,4,4456.85,85,0.047
M200948,5,5,5516.27,37,0.135
M200949,1,1,4503.16,1,1.0
M200950,5,5,3417.83,68,0.074
M200951,7,7,5128.12,77,0.091
M200952,8,8,3205.61,63,0.127
M200953,5,5,8441.2,64,0.078
M200954,5,5,3193.3,63,0.079
M200955,4,4,3665.32,54,0.074
M200956,5,5,3354.15,51,0.098
M200957,8,8,2767.25,77,0.104
M200958,4,4,5848.22,68,0.059
M200959,5,5,5077.59,78,0.064
M200960,9,9,7088.13,81,0.111
M200961,2,2,8335.06,39,0.051
M200962,9,9,5749.16,77,0.117
M200963,5,5,4471.95,68,0.074
M200964,6,6,2067.57,66,0.091
M200965,7,7,3526.86,67,0.104
M200966,2,2,8639.37,6,0.333
M200967,4,4,2770.11,66,0.061
M200968,8,8,4695.48,75,0.107
M200969,3,3,6728.89,2,1.5
M200970,3,3,18491.86,48,0.062
M200971,5,5,7425.43,62,0.081
M200972,3,3,3599.39,49,0.061
M200973,4,4,8714.95,75,0.053
M200974,8,8,3624.74,86,0.093
M200975,3,3,3565.5,76,0.039
M200976,6,6,5187.18,82,0.073
M200977,6,6,4527.66,67,0.09
M200978,2,2,1530.93,9,0.222
M200979,8,8,4374.42,84,0.095
M200980,3,3,2912.73,40,0.075
M200981,5,5,1707.22,59,0.085
M200982,3,3,4585.09,32,0.094
M200983,3,3,1746.61,26,0.115
M200984,7,7,1956.46,45,0.156
M200985,7,7,4459.96,68,0.103
M200986,6,6,7603.57,52,0.115
M200987,11,11,5332.77,65,0.169
M200988,7,7,2403.17,83,0.084
M200989,7,7,3736.64,34,0.206
M200990,6,6,7009.15,63,0.095
M200991,8,8,8467.42,76,0.105
M200992,4,4,5763.42,69,0.058
M200993,6,6,5655.24,83,0.072
M200994,7,7,5522.31,76,0.092
M200995,7,7,7317.74,80,0.088
M200996,8,8,4727.81,84,0.095
M200997,8,8,2955.64,59,0.136
M200998,6,6,2717.36,86,0.07
M200999,9,9,2375.3,95,0.095
